Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.440579333,0.094237968,-0.57506603,-0.143250749,0.600085419
0.450513333,-0.016799422,-0.263936549,-0.183374345,0.321824289
0.460447333,0.024694491,-0.047327269,-0.119428128,0.130815771
0.470381333,0.110615753,0.092052914,-0.066287562,0.158441234
0.480315333,0.113080777,0.209961444,-0.013076804,0.238834824
0.490249333,0.037661564,0.307802469,0.054600053,0.314868097
0.500183333,-0.078206979,0.347524315,0.12049678,0.376043821
0.510118333,-0.131584704,0.363456219,0.195691064,0.433255064
0.520052333,-0.132110134,0.407826602,0.225741893,0.48449461
0.529986333,-0.093815997,0.459281355,0.221714601,0.518553921
0.539920333,-0.041070495,0.493419349,0.212772503,0.538907764
0.549854333,0.013519886,0.53208673,0.211698294,0.572813445
0.559788333,0.049491465,0.557436049,0.204443052,0.595803085
0.569722333,0.074842401,0.553577006,0.190982729,0.590358611
0.579656333,0.102157645,0.507778049,0.1791282,0.548052591
0.589590333,0.114961922,0.429984361,0.174237609,0.477976504
0.599524333,0.129664451,0.362946481,0.172915086,0.422424721
0.609458333,0.147548273,0.28495717,0.191510916,0.373694411
0.619392333,0.15810211,0.245971441,0.199837551,0.354165602
0.629326333,0.14970085,0.229727328,0.217992261,0.350293613
0.639260333,0.161337271,0.153863177,0.240116745,0.327657815
0.649194333,0.177913725,0.018189995,0.259649158,0.315280597
0.659128333,0.168841138,-0.128168285,0.283293217,0.353821263
0.669063333,0.139210567,-0.249245092,0.300541133,0.414521013
0.678997333,0.118904226,-0.35152778,0.292263746,0.472364364
0.688931333,0.116107799,-0.420721114,0.271060079,0.513771197
0.698865333,0.111952737,-0.440969914,0.244500369,0.516496187
0.708799333,0.082773969,-0.43043977,0.210257366,0.486146157
0.718733333,0.030644722,-0.437987417,0.176997676,0.473392283
0.728667333,-0.055269349,-0.45631513,0.144327208,0.481776444
0.738601333,-0.194895953,-0.498633295,0.107031487,0.54596276
0.748535333,-0.373126477,-0.558687687,0.073593833,0.675848616
0.758469333,-0.567709506,-0.628011644,0.032413375,0.847197341
0.768403333,-0.755963206,-0.695523441,0.000371625,1.027245523
0.778337333,-0.926704288,-0.760640919,-0.011165455,1.198949587
0.788271333,-1.088158846,-0.807333946,-0.022490427,1.355132316
0.798205333,-1.247580528,-0.831380904,-0.016574748,1.499308542
0.808139333,-1.412099838,-0.846456409,-0.010113006,1.646395055
0.818073333,-1.581206083,-0.861834288,-0.014973809,1.800887346
0.828007333,-1.75529933,-0.854362607,-0.05021508,1.952826863
0.837942333,-1.884041548,-0.870154619,-0.14617835,2.080420564
0.847876333,-1.965607047,-0.872434437,-0.349090874,2.1786733
0.857810333,-1.907616496,-0.73122859,-0.586869895,2.125585148
0.867744333,-1.674857736,-0.464577556,-0.772207379,1.901916133
0.877678333,-1.396122813,-0.145666689,-0.895273387,1.664900037
0.887612333,-1.131280661,0.147405997,-0.949297845,1.484146509
0.897546333,-0.955906987,-0.082490318,-0.954623342,1.353465384
0.907480333,-1.011925697,-0.896667182,-0.896817267,1.622432391
0.917414333,-1.226925611,-1.707422256,-0.77056402,2.239286968
0.927348333,-1.40925169,-2.171668053,-0.579532027,2.652920999
0.937282333,-1.447556138,-2.120279074,-0.371580184,2.594045866
0.947216333,-1.349918842,-1.720741987,-0.191473097,2.195426112
0.957150333,-1.220892429,-1.287543178,-0.073979758,1.775899424
0.967084333,-1.128138423,-1.013696909,-0.020141557,1.516800385
0.977018333,-1.060326099,-0.860718787,0.008844288,1.365725627
0.986952333,-1.02154541,-0.802765787,0.04247757,1.299920104
0.996886333,-0.956778765,-0.887102246,0.048929345,1.305668442
1.006820333,-0.871816456,-0.912222624,0.035986543,1.262342695
1.016755333,-0.775905132,-0.773368359,0.012457245,1.095574085
1.026689333,-0.681488752,-0.659581363,-0.019784052,0.94861262
1.036623333,-0.596415401,-0.609563708,-0.063139513,0.855140832
1.046557333,-0.526933134,-0.527945876,-0.116614915,0.754973121
1.056491333,-0.472937822,-0.410002977,-0.178023949,0.650742
1.066425333,-0.424980849,-0.325179458,-0.230824798,0.582778251
1.076359333,-0.385004938,-0.327483356,-0.259698004,0.568258043
1.086293333,-0.374408484,-0.404963255,-0.243630871,0.602936938
1.096227333,-0.406763494,-0.540657997,-0.186933503,0.701934288
1.106161333,-0.479738206,-0.660744369,-0.100668706,0.822718698
1.116095333,-0.580649674,-0.739980638,-0.006675094,0.940622106
1.126029333,-0.655601859,-0.748098373,0.068979375,0.99710738
1.135963333,-0.654885709,-0.700576663,0.10239619,0.964452141
1.145897333,-0.643657386,-0.582702935,0.100320712,0.874014752
1.155831333,-0.648354113,-0.426505357,0.090412684,0.781309368
1.165765333,-0.66072166,-0.293801427,0.086579598,0.728263975
1.175699333,-0.625464082,-0.25527373,0.073750883,0.67956544
1.185634333,-0.56842494,-0.233269751,0.03916559,0.615674941
1.195568333,-0.514636815,-0.199520305,-0.009081568,0.552034309
1.205502333,-0.447024584,-0.158598587,-0.062533721,0.478429678
1.215436333,-0.342926145,-0.139537811,-0.080731101,0.378928294
1.225370333,-0.190114513,-0.167538375,-0.10355188,0.273743725
1.235304333,-0.029573308,-0.195388377,-0.117087662,0.229697016
1.245238333,0.103134707,-0.272797525,-0.133267567,0.320648564
1.255172333,0.186992586,-0.371864438,-0.145556465,0.440949058
1.265106333,0.235494971,-0.452302396,-0.146471113,0.530555488
1.275040333,0.243427724,-0.486895263,-0.121982016,0.557856313
1.284974333,0.23133418,-0.494734138,-0.092624627,0.55394647
1.294908333,0.203401357,-0.476162851,-0.062839568,0.521586027
1.304842333,0.169860333,-0.490402043,-0.023650765,0.519524836
1.314776333,0.152807042,-0.519111454,0.00309536,0.541143489
1.324710333,0.164976537,-0.565979779,0.031248545,0.590361617
1.334644333,0.292184293,-0.554505289,0.036303494,0.627826186
1.344578333,0.54780972,-0.523602843,0.024764169,0.758200957
1.354512333,0.796493053,-0.517150283,0.116703413,0.956799501
1.364447333,0.905014932,-0.431108862,0.289318562,1.04336576
1.374381333,0.802310348,-0.223642752,0.365259141,0.909468094
1.384315333,0.480405599,0.108822256,0.32074523,0.587800413
1.394249333,0.101706237,0.745586753,0.256719917,0.795077908
1.404183333,-0.187887818,1.339948893,0.18106772,1.365119184
1.414117333,-0.179922029,1.644696593,0.167529285,1.662968695
1.424051333,-0.035305548,2.093621731,0.106932618,2.096648043
1.433985333,0.128295898,2.439459562,-0.002258585,2.442831942
1.443919333,0.304947436,2.155473709,-0.077950232,2.178333328
1.453853333,0.484553695,1.550505638,-0.059094515,1.625531353
1.463787333,0.68745929,1.10742569,0.113167346,1.308357284
1.473721333,0.924207151,1.369868755,0.419635117,1.704931933
1.483655333,1.246286511,2.275712013,0.745851398,2.699701751
1.493589333,1.630573988,3.334408522,1.024826169,3.850625975
1.503523333,2.013854027,4.002706528,1.226020336,4.645470208
1.513457333,2.292076826,4.099280834,1.363450646,4.890472084
1.523391333,2.251283407,3.565922022,1.265331149,4.402855864
1.533326333,1.817844748,2.835011244,0.877029717,3.480090431
1.543260333,1.326615691,2.336359978,0.4944188,2.731837676
1.553194333,0.951998889,2.087533236,0.361050636,2.32259649
1.563128333,0.775438607,1.884052753,0.433536083,2.083005844
1.573062333,0.760550737,1.644327283,0.520868003,1.885087031
1.582996333,0.867964268,1.347209096,0.404558212,1.652876785
1.592930333,1.038573265,1.196401954,0.149044409,1.591297049
1.602864333,1.186751127,1.208612323,-0.069568954,1.695276327
1.612798333,1.299981236,1.278602362,-0.167586863,1.831081803
1.622732333,1.404670715,1.295952439,-0.116488904,1.914722489
1.632666333,1.45894146,1.219805241,-0.015007822,1.901751888
1.642600333,1.463613868,1.069941282,0.09618406,1.815541593
1.652534333,1.461851954,0.899754107,0.190839991,1.727133027
1.662468333,1.457239032,0.780479908,0.261835068,1.673694143
1.672402333,1.475054264,0.696947694,0.308472663,1.660324232
1.682336333,1.506729245,0.684091151,0.332245201,1.687779783
1.692270333,1.50613296,0.715651512,0.340285271,1.701877683
1.702205333,1.476426363,0.763103604,0.348016113,1.698021534
1.712139333,1.436041713,0.934825778,0.349693358,1.748828317
1.722073333,1.419202209,1.23541677,0.321220905,1.90881439
1.732007333,1.385584354,1.507235527,0.309379965,2.070584193
1.741941333,1.297474623,1.55338645,0.339437276,2.052234763
1.751875333,1.216061831,1.306062698,0.366113901,1.821714999
1.761809333,1.218728781,0.880827606,0.402506649,1.556653049
1.771743333,1.274230599,0.46784991,0.450243801,1.43012819
1.781677333,1.272315025,0.213795185,0.488845587,1.379660796
1.791611333,1.18966651,0.143023536,0.551492214,1.319054888
1.801545333,1.044181108,0.24964349,0.604618728,1.232152533
1.811479333,0.896515429,0.419169158,0.629299045,1.172800062
1.821413333,0.793470204,0.524470806,0.633200586,1.142631862
1.831347333,0.73287344,0.559783518,0.616520643,1.109305535
1.841281333,0.666528046,0.565354288,0.587420523,1.053065989
1.851215333,0.554011345,0.53405416,0.537079871,0.938401409
1.861150333,0.407361329,0.498917818,0.464885056,0.79434272
1.871084333,0.268592,0.518102169,0.406636685,0.71128399
1.881018333,0.182307556,0.645131648,0.381357759,0.771274678
1.890952333,0.154557407,0.709419012,0.357189298,0.809164706
1.900886333,0.173768803,0.674766064,0.308578819,0.762053624
1.910820333,0.194787532,0.634455144,0.223689482,0.700365974
1.920754333,0.176332071,0.640660942,0.121828243,0.675560184
1.930688333,0.178715855,0.738757372,0.027282298,0.760556464
1.940622333,0.126385644,0.892626226,-0.035154067,0.902214342
1.950556333,0.102847829,1.084582686,-0.051054206,1.09064376
1.960490333,0.006070065,1.141569138,-0.031852204,1.142029555
1.970424333,-0.181020454,0.927556753,0.000963001,0.94505601
1.980358333,-0.35643357,0.449721962,0.028838042,0.574566242
1.990292333,-0.450288951,-0.113659382,-0.021449629,0.464907175
2.000226333,-0.559232652,-0.517077088,-0.135455638,0.77360074
2.010160333,-0.808739126,-0.729319334,-0.239592955,1.115065222
2.020095333,-1.153586507,-0.936185539,-0.300670594,1.515786264
2.030029333,-1.553526163,-1.229327321,-0.379792571,2.017159289
2.039963333,-2.014432907,-1.536045671,-0.398069113,2.564339146
2.049897333,-2.503321648,-1.888930559,-0.361723334,3.156821455
2.059831333,-2.904240608,-2.240047455,-0.354056209,3.684804189
2.069765333,-3.137508631,-2.569140196,-0.401420236,4.074994474
2.079699333,-3.241633654,-2.79770422,-0.448833644,4.305437177
2.089633333,-3.219532251,-2.774573803,-0.446656227,4.273540627
2.099567333,-3.103731394,-2.37736702,-0.417922825,3.931880212
2.109501333,-2.968147993,-1.649959087,-0.340655476,3.412962592
2.119435333,-2.853728771,-0.82696104,-0.231367707,2.980128098
2.129369333,-2.709830523,-0.070160687,-0.099116996,2.712550122
2.139303333,-2.527842283,0.364947557,0.07022097,2.555015521
2.149237333,-2.35397315,0.405322909,0.229510218,2.399614801
2.159171333,-2.200508356,0.131403491,0.285902441,2.222890935
2.169106333,-1.986788034,-0.312835217,0.192522943,2.020459762
2.179040333,-1.708041072,-0.778531909,0.156898454,1.883648949
2.188974333,-1.386013389,-1.252562165,0.069437318,1.869429494
2.198908333,-1.114239812,-1.531712055,-0.175379306,1.902217148
2.208842333,-1.152332067,-1.241507053,-0.579716921,1.790329765
2.218776333,-1.441196799,-0.670396507,-0.947351575,1.85039312
2.228710333,-1.812374592,-0.12559551,-1.102853179,2.125267284
2.238644333,-2.074825764,-0.037435412,-1.120823264,2.358505491
2.248578333,-2.139548063,-0.608485043,-1.151703238,2.504863332
2.258512333,-2.150675774,-1.269800425,-1.180061579,2.762307863
2.26844725,-2.101915598,-1.719574571,-1.145673752,2.94746573
2.27838125,-1.940870643,-2.115419149,-1.074786067,3.065475839
2.28831525,-1.66172874,-2.383138657,-1.000056982,3.072589499
2.29824925,-1.33686924,-2.570944548,-0.960391819,3.052757389
2.30818325,-1.05755794,-2.686656237,-0.941365659,3.036893122
2.31811825,-0.857493639,-2.625571489,-0.873857021,2.896989313
2.32805225,-0.707445502,-2.439391136,-0.775136292,2.655549759
2.33798625,-0.570135832,-2.213313818,-0.684278131,2.385801644
2.34792025,-0.415098876,-1.871627569,-0.60595721,2.010592195
2.35785425,-0.205617249,-1.43517971,-0.54156673,1.547680127
2.36778825,0.092360392,-0.965944827,-0.494382977,1.08903369
2.37772225,0.445336014,-0.550638556,-0.461151183,0.845096088
2.38765625,0.797837853,-0.205588207,-0.443780184,0.935816543
2.39759025,1.117665648,0.079792224,-0.414264441,1.19463732
2.40752425,1.368885636,0.256900162,-0.350144565,1.436122138
2.41745825,1.513693333,0.347060293,-0.258558899,1.574347819
2.42739225,1.537775278,0.368434817,-0.135268912,1.587071107
2.43732625,1.466148019,0.329354763,-0.011031614,1.502726279
2.44726025,1.278009534,0.26493901,0.15344283,1.314171127
2.45719525,1.061882615,0.214471638,0.291310579,1.12180864
2.46712925,0.716115892,0.040740333,0.383722007,0.813464396
2.47706325,0.250761569,-0.21323745,0.337377787,0.471354797
2.48699725,-0.13337943,-0.491375864,0.143022969,0.528862819
2.49693125,-0.309442908,-0.757760048,-0.113243014,0.826304534
2.50686525,-0.357026398,-0.911929667,-0.373356342,1.048083262
2.51679925,-0.396184623,-1.025644302,-0.523139715,1.217613918
2.52673325,-0.373835891,-0.970294952,-0.494318694,1.151336849
2.53666725,-0.274164587,-0.793017209,-0.349102288,0.908798615
2.54660125,-0.292755336,-0.724541962,-0.210205674,0.809229984
2.55653525,-0.319880903,-0.531367421,-0.066996157,0.623829795
2.56646925,0.06879919,-0.230133235,0.008977171,0.240364773
2.57640325,0.820073009,0.164146394,-0.016799791,0.836508225
2.58633725,1.336021543,0.490525573,0.045802601,1.423961649
2.59627225,1.242045403,0.567588747,0.351585388,1.410122708
2.60620625,0.693543077,0.49366045,0.750177801,1.134667075
2.61614025,0.460029721,0.569552422,0.937654793,1.189627596
2.62607425,0.528342962,0.536294341,0.82195133,1.11461289
2.63600825,0.66050154,0.606017649,0.559338212,1.056588335
2.64594225,0.854229212,0.950795054,0.307198405,1.314568234
2.65587625,1.153280854,1.526552677,0.131703436,1.91775014
2.66581025,1.505784035,2.179059744,0.105372228,2.650809354
2.67574425,1.792752504,2.703436852,0.24402374,3.253010903
2.68567825,1.994664073,2.937685966,0.478238374,3.582931139
2.69561225,2.123317003,2.901182413,0.777444541,3.678281461
2.70554625,2.160429955,2.594615459,1.042874694,3.533705505
2.71548025,2.044646025,2.277885914,1.190805912,3.284411716
2.72541425,1.799171329,2.133265972,1.214511752,3.043497983
2.73534925,1.4455899,1.948642612,1.180012465,2.698030319
2.74528325,1.152751446,1.602886319,1.115404129,2.267643451
2.75521725,1.227152944,1.042846322,0.868904412,1.829870945
2.76515125,1.593083262,0.402430654,0.413280666,1.694303875
2.77508525,1.902554631,-0.050378453,-0.056416407,1.90405749
2.78501925,2.01369977,0.040183671,-0.360125154,2.046042917
2.79495325,1.926451206,0.527387142,-0.491512716,2.056923965
2.80488725,1.776067734,1.057663798,-0.480460584,2.122242135
2.81482125,1.632008195,1.428181171,-0.435940832,2.2120571
2.82475525,1.527931571,1.616390705,-0.365770519,2.254125522
2.83468925,1.442415953,1.60579586,-0.246586606,2.172544379
2.84462325,1.358045578,1.466120839,-0.093834348,2.000650642
2.85455725,1.346737385,1.335009098,0.054985754,1.897096283
2.86449125,1.379735351,1.307329535,0.176208049,1.908881722
2.87442525,1.450530171,1.301987052,0.278488398,1.968949936
2.88436025,1.508838773,1.240445375,0.382469386,1.990372328
2.89429425,1.51166904,1.113422513,0.466591805,1.93456995
2.90422825,1.44266355,0.920917571,0.521224678,1.789145734
2.91416225,1.278829336,0.67857486,0.555086076,1.550480204
2.92409625,1.1034199,0.406435221,0.549034834,1.297753564
2.93403025,0.982167363,0.234634951,0.52961719,1.140263416
2.94396425,0.946508467,0.215567783,0.505684376,1.094561298
2.95389825,0.942209721,0.255538404,0.503337383,1.098365857
2.96383225,0.965987742,0.33752194,0.513351142,1.144806872
2.97376625,1.032238007,0.398756504,0.527109027,1.225710397
2.98370025,1.089912295,0.458108783,0.542452037,1.300779259
2.99363425,1.08515954,0.490443885,0.550139487,1.311777377
3.00356825,0.991691947,0.510953963,0.572481275,1.253898592
3.01350225,0.825715005,0.531375825,0.594038248,1.147626672
3.02343725,0.651993036,0.598629177,0.607237935,1.073401006
3.03337125,0.494861573,0.69014442,0.595445037,1.037179873
3.04330525,0.344329864,0.733066857,0.574308336,0.992864611
3.05323925,0.219215885,0.67313391,0.537843585,0.889067256
3.06317325,0.140007079,0.54501909,0.512100399,0.76085124
3.07310725,0.104870021,0.439709246,0.441433072,0.631826796
3.08304125,0.120632738,0.40605408,0.306839317,0.523051182
3.09297525,0.115656547,0.433443874,0.145160392,0.471509881
3.10290925,0.002259685,0.474864841,0.015331552,0.475117648
3.11284325,-0.219998956,0.482966095,-0.055179864,0.533573432
3.12277725,-0.474601924,0.432265103,-0.114735335,0.65212292
3.13271125,-0.689733624,0.250571966,-0.209252208,0.763089293
3.14264525,-0.873433113,-0.100404419,-0.364219964,0.951642072
3.15257925,-1.038088441,-0.477541655,-0.590686798,1.286306549
3.16251325,-1.217381477,-0.747873783,-0.747578979,1.612515794
3.17244825,-1.521098614,-1.0740062,-0.799353659,2.026375232
3.18238225,-2.009457827,-1.387527943,-0.745974839,2.553357203
3.19231625,-2.566649437,-1.649031878,-0.586269975,3.10655886
3.20225025,-3.000258684,-1.909699917,-0.398489445,3.578728794
3.21218425,-3.264948845,-2.121795416,-0.330132753,3.907799174
3.22211825,-3.446661711,-2.282827616,-0.317485124,4.146272504
3.23205225,-3.464435816,-2.109492779,-0.217807665,4.061984181
3.24198625,-3.315824986,-1.525061846,-0.131055981,3.652079495
3.25192025,-3.126199245,-1.02380836,-0.117231824,3.291663498
3.261854208,-2.972899914,-0.482761562,-0.084810495,3.013035918
3.271788208,-2.842464685,0.269657761,0.014100259,2.855261742
3.281722208,-2.731935263,0.845572174,0.114665754,2.862099023
3.291656208,-2.639516354,0.933910251,0.170294166,2.80503744
3.301590208,-2.497758865,0.515996635,0.11671482,2.553169447
3.311524208,-2.308702707,-0.081456214,-0.059145123,2.310896244
3.321459208,-2.015996933,-0.59553045,-0.163729042,2.10848461
3.331393208,-1.567084908,-1.202565908,-0.221483201,1.987705884
3.341327208,-1.191184998,-1.456192851,-0.323974162,1.909025557
3.351261208,-1.145929098,-1.160933614,-0.498594999,1.705730731
3.361195208,-1.441529751,-0.52159971,-0.74869746,1.706054561
3.371129208,-1.823964715,0.101319753,-0.927678883,2.048829198
3.381063208,-2.055731535,0.334503978,-1.024862409,2.321264313
3.390997208,-2.109333515,-0.125899434,-0.982739329,2.330432392
3.400931208,-2.113466024,-1.033023477,-0.843475163,2.499065123
3.410865208,-2.073560953,-1.71772325,-0.713977098,2.785676128
3.420799208,-1.964218378,-1.965071201,-0.706200421,2.866771302
3.430733208,-1.793187499,-2.060528755,-0.750144422,2.832669556
3.440667208,-1.584189534,-2.220278263,-0.792831719,2.840400356
3.450601208,-1.396870136,-2.428767681,-0.812663257,2.917289872
3.460536208,-1.22357738,-2.504981995,-0.786335826,2.896618793
3.470470208,-1.000286937,-2.414172649,-0.748157501,2.718187481
3.480404208,-0.720168173,-2.224707842,-0.700075209,2.440916319
3.490338208,-0.397517473,-1.928415298,-0.658251762,2.076078295
3.500272208,-0.078677416,-1.554792166,-0.585486472,1.663238775
3.510206208,0.217765376,-1.10459125,-0.497365952,1.230819434
3.520140208,0.487107635,-0.676627636,-0.386781394,0.919074889
3.530074208,0.772563577,-0.26978001,-0.310189068,0.875130271
3.540008208,1.038612843,0.05021875,-0.275181562,1.075622355
3.549942208,1.114298105,0.179911166,-0.232779384,1.152481903
3.559876208,0.844034493,0.175024271,-0.17554538,0.879683978
3.569810208,0.564496696,0.168589935,-0.130758345,0.603470654
3.579744208,0.68235141,0.177874252,-0.120486803,0.715373865
3.589678208,0.881557643,0.144901067,-0.112942532,0.900497759
3.599612208,0.854917526,0.074891351,-0.119123727,0.866419733
3.609546208,0.716951847,0.042579696,-0.119400926,0.728072498
3.619481208,0.575027764,0.047353409,-0.128240228,0.591054
3.629415208,0.485803038,0.005537254,-0.147499412,0.507731553
3.639349208,0.419253021,-0.209498629,-0.120077364,0.483819538
3.649283208,0.263607055,-0.577608109,-0.029205021,0.635588499
3.659217208,0.006251693,-0.868035972,0.081553183,0.871880986
3.669151208,-0.239563316,-1.123999953,0.123975404,1.155913655
3.679085208,-0.362817585,-1.488555312,0.103560671,1.53562962
3.689019208,-0.434301883,-1.639543176,0.031629492,1.696384501
3.698953208,-0.194237381,-1.315291405,0.034114219,1.329993767
3.708887208,0.474478573,-0.624016225,0.090371557,0.789109108
3.718821208,1.223416805,0.029360518,0.023090523,1.223986884
3.728755208,1.489195108,0.556655049,-0.029677203,1.590109321
3.738689208,1.02738595,0.84028542,0.353135169,1.373428529
3.748623208,0.276074529,0.999600708,0.86880964,1.352866924
3.758558208,0.118003935,1.389422774,0.864001334,1.640402048
3.768492208,0.265111089,1.316574454,0.397355348,1.400551126
3.778426208,0.444354087,1.119142294,0.106333092,1.208816262
3.788360208,0.746178627,1.170797825,0.022215331,1.388540101
3.798294208,1.15587616,1.447126031,0.014461538,1.8521427
3.808228208,1.609253168,1.880699754,0.060622491,2.475964945
3.818162208,2.079447746,2.299674749,0.051099826,3.100841511
3.828096208,2.493202925,2.4812994,0.097020715,3.518852165
3.838030208,2.716349602,2.457221508,0.293554276,3.674597503
3.847964208,2.650657892,2.375411272,0.522197723,3.597395785
3.857898208,2.315075397,2.419066429,0.673273802,3.415370272
3.867832208,1.703387141,2.595718622,0.785087228,3.202443579
3.877766208,1.060471535,2.646184921,0.895363927,2.988071464
3.887700208,0.738400996,2.193266153,0.878273845,2.475281276
3.897634208,0.87990272,1.393206716,0.572701454,1.744488666
3.907569208,1.291449428,0.560642362,0.131590754,1.414028857
3.917503208,1.672662497,0.029418455,-0.249401599,1.691409599
3.927437208,1.837424874,0.024238586,-0.403606594,1.881386712
3.937371208,1.878136396,0.420812577,-0.365375042,1.959075922
3.947305208,1.83731854,0.854028523,-0.255876929,2.042199093
3.957239208,1.774589658,1.156620383,-0.136993691,2.122664937
3.967173208,1.668053985,1.275243402,-0.063632615,2.100642506
3.977107208,1.56139946,1.255328059,0.007211194,2.003464203
3.987041208,1.49871242,1.214985967,0.141680583,1.934529195
3.996975208,1.468236208,1.180965424,0.286988497,1.905979877
4.006909208,1.502586842,1.110937238,0.437836081,1.919283511
4.016843208,1.57008791,0.964834392,0.55406177,1.924335182
4.026777208,1.662609696,0.877757907,0.578050137,1.966944815
4.036711208,1.719974518,0.880296409,0.577410161,2.016590341
4.046645208,1.690245867,0.85838455,0.587330103,1.984618798
4.056579208,1.556439042,0.84980464,0.614619255,1.876813056
4.066514208,1.391191244,0.838371575,0.650863409,1.749829464
4.076448208,1.272126198,0.766625464,0.680265486,1.633640351
4.086382208,1.249623537,0.633582652,0.725611389,1.577814263
4.096316208,1.311420083,0.466326565,0.767004907,1.589207232
4.106250208,1.400923014,0.277371883,0.783066988,1.628715555
4.116184208,1.422671676,0.124395624,0.773595691,1.624167251
4.126118208,1.336791039,0.16878444,0.716935575,1.526268353
4.136052208,1.161412835,0.406076074,0.671596825,1.401720317
4.145986208,0.918707788,0.737801015,0.63047874,1.336367382
4.155920208,0.627322018,1.03831327,0.581277132,1.345180458
4.165854208,0.333848745,1.174878597,0.555793285,1.341901963
4.175788208,0.091348782,1.080953598,0.590398669,1.235061079
4.185722208,-0.003182662,0.771992147,0.629482269,0.99610739
4.195656208,0.063277587,0.394259006,0.604931355,0.724835264
4.205591208,0.176005661,0.146503285,0.498771369,0.548829741
4.215525208,0.260870218,0.132258832,0.316752017,0.431135141
4.225459208,0.234968051,0.263244629,0.082253486,0.362316651
4.235393208,0.068589188,0.430202991,-0.135196537,0.456132868
4.245327208,-0.165816739,0.424867481,-0.270493001,0.530258457
4.255261208,-0.438975066,0.154711351,-0.329146475,0.570063253
4.265194875,-0.7280038,-0.311838537,-0.408437788,0.891097207
4.275128875,-0.973685741,-0.839941502,-0.494928747,1.37786796
4.285062875,-1.222417116,-1.296531916,-0.604416907,1.881653106
4.294996875,-1.542416096,-1.551898241,-0.705938756,2.299083533
4.304930875,-1.983533144,-1.673103452,-0.713264823,2.691175505
4.314864875,-2.464324713,-1.822802186,-0.645280182,3.132393751
4.324798875,-2.8554492,-2.006835699,-0.55199188,3.53350742
4.334732875,-3.116972923,-2.124298573,-0.529458106,3.809001249
4.344666875,-3.247682333,-2.16199398,-0.570675373,3.94301013
4.354600875,-3.268991709,-1.876129627,-0.523876667,3.805340449
4.364535875,-3.218476295,-1.30644846,-0.410539418,3.497704941
4.374469875,-3.169959068,-0.61472857,-0.278674871,3.241017031
4.384403875,-3.166115046,-0.035178464,-0.201152772,3.172693563
4.394337875,-3.171016216,0.455193669,-0.116558798,3.205640509
